,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Dur,Age,Spent,Living_Status,Children_Count,Family_Member_Count,Is_Parent,Clusters
1731,0,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,61171200000000000,65,60,1,0,2,0,2
1732,0,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,50803200000000000,69,55,0,2,3,1,3
1733,0,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,259200000000000,58,1456,1,0,2,0,1
1734,2,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,47433600000000000,66,563,0,1,2,1,0
1735,0,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,56678400000000000,70,1504,0,1,2,1,0
1736,0,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,19526400000000000,57,564,0,2,3,1,0
1737,0,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,32400000000000000,61,1125,1,0,2,0,1
1738,0,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,16934400000000000,65,358,1,1,3,1,0
1739,1,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,33609600000000000,53,42,1,1,3,1,2
1740,0,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,19526400000000000,60,184,1,1,3,1,3
1741,0,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,51580800000000000,41,460,1,1,3,1,0
1742,1,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,16588800000000000,79,145,0,0,1,0,2
1743,0,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,59529600000000000,77,1376,1,0,2,0,1
1744,1,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,59184000000000000,55,792,0,1,2,1,0
1745,0,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,66614400000000000,72,1382,1,0,2,0,1
1746,2,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,64454400000000000,77,28,1,0,2,0,2
1747,1,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,37497600000000000,78,1033,1,0,2,0,1
1748,0,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,48038400000000000,55,882,0,1,2,1,0
1749,1,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,55555200000000000,75,2231,1,0,2,0,1
1750,1,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,67478400000000000,63,1101,1,1,3,1,0
1751,0,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,62812800000000000,50,369,1,1,3,1,0
1752,2,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,24364800000000000,44,48,0,1,2,1,2
1753,1,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,31881600000000000,75,467,0,1,2,1,0
1754,0,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,61430400000000000,53,44,0,2,3,1,3
1755,2,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,54345600000000000,45,38,0,2,3,1,3
1756,0,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,46915200000000000,56,81,1,2,4,1,3
1757,1,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,52444800000000000,53,167,0,1,2,1,2
1758,1,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,5356800000000000,69,45,1,2,4,1,3
1759,0,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,48297600000000000,52,664,1,1,3,1,0
1760,2,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,36547200000000000,60,622,1,1,3,1,0
1761,2,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,37065600000000000,45,48,0,1,2,1,2
1762,0,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,35337600000000000,49,461,1,1,3,1,0
1763,0,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,40867200000000000,47,1073,1,1,3,1,0
1764,2,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,44496000000000000,38,55,1,1,3,1,2
1765,0,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,53568000000000000,68,976,1,1,3,1,0
1766,1,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,14947200000000000,44,20,0,1,2,1,2
1767,0,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,42163200000000000,42,1149,1,0,2,0,1
1768,2,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,15033600000000000,63,43,1,0,2,0,2
1769,1,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,35596800000000000,49,224,1,1,3,1,3
1770,1,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,69897600000000000,50,101,0,1,2,1,2
1771,1,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,51580800000000000,78,209,1,0,2,0,2
1772,0,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,81216000000000000,39,968,0,0,1,0,1
1773,1,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,42076800000000000,72,1165,1,0,2,0,1
1774,0,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,22723200000000000,57,24,1,1,3,1,3
1775,0,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,66355200000000000,69,252,1,2,4,1,0
1776,0,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,71625600000000000,39,165,0,1,2,1,2
1777,1,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,67737600000000000,47,269,1,0,2,0,2
1778,1,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,47174400000000000,51,102,1,1,3,1,2
1779,2,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,60220800000000000,40,461,1,0,2,0,1
1780,2,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,62121600000000000,45,47,0,1,2,1,2
1781,1,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,25228800000000000,48,144,0,2,3,1,3
1782,0,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,67651200000000000,56,1338,1,0,2,0,1
1783,0,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,32227200000000000,65,917,1,1,3,1,0
1784,0,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,60825600000000000,53,318,1,2,4,1,0
1785,0,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,86400000000000000,57,253,0,2,3,1,3
1786,0,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,69638400000000000,51,502,1,1,3,1,0
1787,0,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,38880000000000000,41,119,1,1,3,1,2
1788,2,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,71712000000000000,45,1250,1,2,4,1,0
1789,0,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,57283200000000000,45,969,1,1,3,1,0
1790,0,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,49852800000000000,74,76,1,2,4,1,3
1791,1,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,172800000000000,61,62,0,2,3,1,3
1792,2,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,41299200000000000,62,1382,1,0,2,0,1
1793,0,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,13564800000000000,48,84,0,1,2,1,2
1794,0,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,44150400000000000,72,255,1,2,4,1,3
1795,1,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,46656000000000000,64,43,1,2,4,1,3
1796,0,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,54950400000000000,69,398,0,1,2,1,0
1797,1,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,20217600000000000,47,76,0,1,2,1,2
1798,0,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,15811200000000000,60,902,1,2,4,1,0
1799,2,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,26265600000000000,43,823,1,1,3,1,0
1800,0,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,13996800000000000,48,1179,1,1,3,1,0
1801,0,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,67651200000000000,50,1921,1,1,3,1,0
1802,1,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,50716800000000000,73,185,1,2,4,1,3
1803,0,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,54086400000000000,58,433,0,2,3,1,0
1804,0,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,5702400000000000,73,34,1,2,4,1,3
1805,0,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,42076800000000000,66,907,1,1,3,1,0
1806,1,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,44236800000000000,58,416,0,2,3,1,0
1807,0,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,52617600000000000,60,44,0,2,3,1,3
1808,0,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,19180800000000000,68,1588,1,0,2,0,1
1809,1,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,81129600000000000,50,1797,0,0,1,0,1
1810,0,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,83808000000000000,58,40,1,2,4,1,3
1811,1,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,64800000000000000,61,1143,0,1,2,1,0
1812,1,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,13910400000000000,55,914,1,0,2,0,1
1813,0,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,59184000000000000,32,1502,1,0,2,0,1
1814,0,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,57024000000000000,70,1338,0,1,2,1,0
1815,1,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,43459200000000000,41,27,1,1,3,1,2
1816,2,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,37497600000000000,42,763,1,1,3,1,0
1817,0,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,43632000000000000,73,1331,0,0,1,0,1
1818,0,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,39916800000000000,68,525,1,2,4,1,0
1819,1,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,15033600000000000,63,9,1,2,4,1,3
1820,0,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,13392000000000000,62,953,1,1,3,1,0
1821,1,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,33782400000000000,53,68,0,2,3,1,3
1822,1,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,52272000000000000,53,131,0,2,3,1,3
1823,0,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,39225600000000000,56,882,1,1,3,1,0
1824,2,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,83894400000000000,46,1149,1,0,2,0,1
1825,0,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,38620800000000000,55,37,1,1,3,1,2
1826,1,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,40435200000000000,59,388,0,1,2,1,0
1827,0,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,56937600000000000,38,1428,1,0,2,0,1
1828,1,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,48556800000000000,66,1633,1,0,2,0,1
1829,1,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,48643200000000000,49,173,1,1,3,1,2
1830,0,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,41731200000000000,37,99,0,1,2,1,2
1831,0,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,54518400000000000,65,215,1,1,3,1,0
1832,1,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,56764800000000000,62,929,1,1,3,1,0
1833,0,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,22550400000000000,50,219,1,1,3,1,3
1834,0,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,33868800000000000,47,174,1,2,4,1,3
1835,0,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,67824000000000000,46,92,1,2,4,1,3
1836,1,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,39139200000000000,54,1052,1,0,2,0,1
1837,0,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,53913600000000000,67,275,1,1,3,1,0
1838,2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,86659200000000000,69,587,1,1,3,1,0
1839,1,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,69552000000000000,70,1662,0,1,2,1,0
1840,1,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,34473600000000000,42,159,1,1,3,1,2
1841,1,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,55296000000000000,71,1024,0,0,1,0,1
1842,1,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,19612800000000000,56,35,0,1,2,1,2
1843,1,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,39916800000000000,67,1042,1,0,2,0,1
1844,1,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,44236800000000000,59,395,1,2,4,1,0
1845,1,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,62812800000000000,49,557,1,0,2,0,1
1846,1,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,14342400000000000,61,9,1,2,4,1,0
1847,0,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,41990400000000000,34,69,1,0,2,0,2
1848,1,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,3024000000000000,58,486,1,1,3,1,0
1849,0,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,26524800000000000,36,34,0,1,2,1,2
1850,2,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,69897600000000000,29,1365,0,0,1,0,1
1851,0,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,48902400000000000,49,13,1,1,3,1,2
1852,1,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,66355200000000000,46,1401,1,0,2,0,1
1853,0,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,34560000000000000,63,1574,1,0,2,0,1
1854,1,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,36547200000000000,40,1323,0,0,1,0,1
1855,1,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,31363200000000000,53,1217,0,1,2,1,0
1856,1,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,64713600000000000,73,103,0,3,4,1,3
1857,1,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,52531200000000000,48,84,1,0,2,0,2
1858,1,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,58665600000000000,52,1536,1,0,2,0,1
1859,0,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,69897600000000000,39,581,1,1,3,1,0
1860,1,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,75859200000000000,58,928,1,1,3,1,0
1861,2,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,30758400000000000,49,14,0,0,1,0,2
1862,0,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,44582400000000000,45,424,0,1,2,1,0
1863,0,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,36115200000000000,53,960,1,1,3,1,0
1864,0,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,70502400000000000,42,1555,1,0,2,0,1
1865,0,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,75945600000000000,51,656,0,2,3,1,0
1866,1,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,47088000000000000,56,55,1,2,4,1,3
1867,0,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,2678400000000000,40,20,0,1,2,1,2
1868,1,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,91670400000000000,53,367,1,1,3,1,0
1869,2,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,5529600000000000,47,2257,1,0,2,0,1
1870,1,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,29116800000000000,57,42,0,1,2,1,2
1871,0,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,31536000000000000,60,1049,0,1,2,1,0
1872,0,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,20217600000000000,52,48,0,2,3,1,3
1873,1,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,58147200000000000,76,685,0,1,2,1,0
1874,0,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,19958400000000000,72,39,0,1,2,1,3
1875,2,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,13564800000000000,37,43,0,0,1,0,2
1876,1,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,72748800000000000,65,835,0,0,1,0,1
1877,0,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,27561600000000000,66,1515,1,0,2,0,1
1878,1,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,56592000000000000,73,1039,1,1,3,1,0
1879,0,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,43977600000000000,49,1596,0,1,2,1,0
1880,1,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,67564800000000000,40,1828,1,0,2,0,1
1881,1,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,19008000000000000,55,34,1,1,3,1,2
1882,1,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,20044800000000000,56,149,0,1,2,1,3
1883,1,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,48902400000000000,55,946,0,1,2,1,0
1884,1,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,17366400000000000,39,28,0,0,1,0,2
1885,0,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,86400000000000000,40,450,0,1,2,1,0
1886,1,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,27734400000000000,67,46,1,2,4,1,3
1887,1,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,44323200000000000,53,1702,0,0,1,0,1
1888,0,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,39139200000000000,49,820,1,2,4,1,0
1889,0,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,55987200000000000,42,382,1,1,3,1,2
1890,1,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,71452800000000000,36,2126,1,0,2,0,1
1891,1,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,26265600000000000,35,2069,1,0,2,0,1
1892,0,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,58579200000000000,39,72,1,1,3,1,2
1893,0,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,23760000000000000,56,732,0,1,2,1,0
1894,0,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,16761600000000000,50,801,0,0,1,0,1
1895,0,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,35596800000000000,75,236,0,1,2,1,3
1896,2,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,70675200000000000,46,80,1,1,3,1,2
1897,1,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,21600000000000000,70,1685,0,0,1,0,1
1898,1,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,16588800000000000,79,277,0,0,1,0,1
1899,1,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,46742400000000000,74,507,1,1,3,1,0
1900,1,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,56246400000000000,60,68,1,2,4,1,3
1901,0,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,20476800000000000,41,49,0,0,1,0,2
1902,1,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,22723200000000000,37,397,1,0,2,0,2
1903,0,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,35251200000000000,53,39,0,1,2,1,2
1904,0,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,27216000000000000,56,306,1,1,3,1,3
1905,0,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,34214400000000000,70,976,1,0,2,0,1
1906,1,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,47088000000000000,53,1028,1,1,3,1,0
1907,0,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,18835200000000000,38,70,1,1,3,1,2
1908,0,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,54172800000000000,65,46,1,0,2,0,2
1909,1,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,37670400000000000,44,51,1,1,3,1,2
1910,2,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,19872000000000000,64,1263,1,0,2,0,1
1911,0,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,67910400000000000,54,1490,0,1,2,1,0
1912,1,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,67651200000000000,53,1564,1,0,2,0,1
1913,0,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,72230400000000000,57,1815,1,1,3,1,0
1914,1,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,58752000000000000,61,1198,0,1,2,1,0
1915,0,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,72057600000000000,56,416,0,1,2,1,0
1916,0,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,56851200000000000,34,85,1,0,2,0,2
1917,1,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,47865600000000000,43,47,0,1,2,1,2
1918,0,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,56505600000000000,48,137,0,0,1,0,2
